Province,District,Year,Mean_Nightlight,Valid_Pixels
An Giang,An Phú,2012,0.078916,1079
An Giang,An Phú,2013,0.097686,1079
An Giang,An Phú,2014,0.145299,1079
An Giang,An Phú,2015,0.159727,1079
An Giang,An Phú,2016,0.143351,1079
An Giang,An Phú,2017,0.242056,1079
An Giang,An Phú,2018,0.352783,1079
An Giang,An Phú,2019,0.431673,1079
An Giang,An Phú,2020,0.660479,1079
An Giang,Châu Phú,2012,0.106138,2150
An Giang,Châu Phú,2013,0.133124,2150
An Giang,Châu Phú,2014,0.193463,2150
An Giang,Châu Phú,2015,0.212631,2150
An Giang,Châu Phú,2016,0.196782,2150
An Giang,Châu Phú,2017,0.242787,2150
An Giang,Châu Phú,2018,0.255487,2150
An Giang,Châu Phú,2019,0.34606,2150
An Giang,Châu Phú,2020,0.417996,2150
An Giang,Châu Thành,2012,0.126676,1687
An Giang,Châu Thành,2013,0.137894,1687
An Giang,Châu Thành,2014,0.178271,1687
An Giang,Châu Thành,2015,0.211642,1687
An Giang,Châu Thành,2016,0.218389,1687
An Giang,Châu Thành,2017,0.313234,1687
An Giang,Châu Thành,2018,0.358264,1687
An Giang,Châu Thành,2019,0.390049,1687
An Giang,Châu Thành,2020,0.512378,1687
An Giang,Châu Đốc,2012,1.212482,490
An Giang,Châu Đốc,2013,1.230298,490
An Giang,Châu Đốc,2014,1.541873,490
An Giang,Châu Đốc,2015,1.714562,490
An Giang,Châu Đốc,2016,1.742777,490
An Giang,Châu Đốc,2017,2.070981,490
An Giang,Châu Đốc,2018,2.149261,490
An Giang,Châu Đốc,2019,2.252887,490
An Giang,Châu Đốc,2020,1.935871,490
An Giang,Chợ Mới,2012,0.215922,1748
An Giang,Chợ Mới,2013,0.304638,1748
An Giang,Chợ Mới,2014,0.474124,1748
An Giang,Chợ Mới,2015,0.570395,1748
An Giang,Chợ Mới,2016,0.515341,1748
An Giang,Chợ Mới,2017,0.678478,1748
An Giang,Chợ Mới,2018,0.705847,1748
An Giang,Chợ Mới,2019,0.831055,1748
An Giang,Chợ Mới,2020,0.981059,1748
An Giang,Long Xuyên,2012,2.021452,547
An Giang,Long Xuyên,2013,2.144154,547
An Giang,Long Xuyên,2014,2.506901,547
An Giang,Long Xuyên,2015,2.716167,547
An Giang,Long Xuyên,2016,2.838866,547
An Giang,Long Xuyên,2017,3.13878,547
An Giang,Long Xuyên,2018,3.517816,547
An Giang,Long Xuyên,2019,3.785422,547
An Giang,Long Xuyên,2020,3.512652,547
An Giang,Phú Tân,2012,0.08797,1481
An Giang,Phú Tân,2013,0.129445,1481
An Giang,Phú Tân,2014,0.170789,1481
An Giang,Phú Tân,2015,0.254386,1481
An Giang,Phú Tân,2016,0.243278,1481
An Giang,Phú Tân,2017,0.331997,1481
An Giang,Phú Tân,2018,0.371413,1481
An Giang,Phú Tân,2019,0.448772,1481
An Giang,Phú Tân,2020,0.530859,1481
An Giang,Thoại Sơn,2012,0.048927,2228
An Giang,Thoại Sơn,2013,0.05244,2228
An Giang,Thoại Sơn,2014,0.080725,2228
An Giang,Thoại Sơn,2015,0.09355,2228
An Giang,Thoại Sơn,2016,0.096149,2228
An Giang,Thoại Sơn,2017,0.138666,2228
An Giang,Thoại Sơn,2018,0.200781,2228
An Giang,Thoại Sơn,2019,0.221025,2228
An Giang,Thoại Sơn,2020,0.293874,2228
An Giang,Tri Tôn,2012,0.022663,2847
An Giang,Tri Tôn,2013,0.048287,2847
An Giang,Tri Tôn,2014,0.071445,2847
An Giang,Tri Tôn,2015,0.087682,2847
An Giang,Tri Tôn,2016,0.089719,2847
An Giang,Tri Tôn,2017,0.155077,2847
An Giang,Tri Tôn,2018,0.152898,2847
An Giang,Tri Tôn,2019,0.19345,2847
An Giang,Tri Tôn,2020,0.285163,2847
An Giang,Tân Châu,2012,0.093148,817
An Giang,Tân Châu,2013,0.142971,817
An Giang,Tân Châu,2014,0.231876,817
An Giang,Tân Châu,2015,0.234534,817
An Giang,Tân Châu,2016,0.21936,817
An Giang,Tân Châu,2017,0.323139,817
An Giang,Tân Châu,2018,0.345165,817
An Giang,Tân Châu,2019,0.536108,817
An Giang,Tân Châu,2020,0.683572,817
An Giang,Tịnh Biên,2012,0.080421,1677
An Giang,Tịnh Biên,2013,0.077295,1677
An Giang,Tịnh Biên,2014,0.10623,1677
An Giang,Tịnh Biên,2015,0.119035,1677
An Giang,Tịnh Biên,2016,0.127295,1677
An Giang,Tịnh Biên,2017,0.240051,1677
An Giang,Tịnh Biên,2018,0.300718,1677
An Giang,Tịnh Biên,2019,0.343324,1677
An Giang,Tịnh Biên,2020,0.455397,1677
Bà Rịa - Vũng Tàu,Bà Rịa,2012,6.176377,430
Bà Rịa - Vũng Tàu,Bà Rịa,2013,6.064614,430
Bà Rịa - Vũng Tàu,Bà Rịa,2014,6.697638,430
Bà Rịa - Vũng Tàu,Bà Rịa,2015,7.043546,430
Bà Rịa - Vũng Tàu,Bà Rịa,2016,7.125816,430
Bà Rịa - Vũng Tàu,Bà Rịa,2017,7.950008,430
Bà Rịa - Vũng Tàu,Bà Rịa,2018,5.631805,430
Bà Rịa - Vũng Tàu,Bà Rịa,2019,5.528107,430
Bà Rịa - Vũng Tàu,Bà Rịa,2020,6.46666,430
Bà Rịa - Vũng Tàu,Châu Đức,2012,0.182427,2028
Bà Rịa - Vũng Tàu,Châu Đức,2013,0.24154,2028
Bà Rịa - Vũng Tàu,Châu Đức,2014,0.338466,2028
Bà Rịa - Vũng Tàu,Châu Đức,2015,0.428724,2028
Bà Rịa - Vũng Tàu,Châu Đức,2016,0.667741,2028
Bà Rịa - Vũng Tàu,Châu Đức,2017,0.916121,2028
Bà Rịa - Vũng Tàu,Châu Đức,2018,1.003633,2028
Bà Rịa - Vũng Tàu,Châu Đức,2019,1.085994,2028
Bà Rịa - Vũng Tàu,Châu Đức,2020,1.31383,2028
Bà Rịa - Vũng Tàu,Long Điền,2012,4.940435,384
Bà Rịa - Vũng Tàu,Long Điền,2013,4.595866,384
Bà Rịa - Vũng Tàu,Long Điền,2014,4.845777,384
Bà Rịa - Vũng Tàu,Long Điền,2015,5.381021,384
Bà Rịa - Vũng Tàu,Long Điền,2016,5.02271,384
Bà Rịa - Vũng Tàu,Long Điền,2017,5.094971,384
Bà Rịa - Vũng Tàu,Long Điền,2018,4.2109,384
Bà Rịa - Vũng Tàu,Long Điền,2019,4.651307,384
Bà Rịa - Vũng Tàu,Long Điền,2020,4.735766,384
Bà Rịa - Vũng Tàu,Tân Thành,2012,4.900466,1612
Bà Rịa - Vũng Tàu,Tân Thành,2013,5.531457,1612
Bà Rịa - Vũng Tàu,Tân Thành,2014,5.539505,1612
Bà Rịa - Vũng Tàu,Tân Thành,2015,6.131159,1612
Bà Rịa - Vũng Tàu,Tân Thành,2016,6.591191,1612
Bà Rịa - Vũng Tàu,Tân Thành,2017,7.2363,1612
Bà Rịa - Vũng Tàu,Tân Thành,2018,7.401572,1612
Bà Rịa - Vũng Tàu,Tân Thành,2019,7.490856,1612
Bà Rịa - Vũng Tàu,Tân Thành,2020,8.504927,1612
Bà Rịa - Vũng Tàu,Vũng Tàu,2012,7.598511,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2013,6.88603,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2014,7.872781,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2015,8.224646,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2016,8.142576,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2017,8.860955,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2018,8.864159,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2019,8.619577,671
Bà Rịa - Vũng Tàu,Vũng Tàu,2020,7.829503,671
Bà Rịa - Vũng Tàu,Xuyên Mộc,2012,0.655904,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2013,0.714213,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2014,0.752342,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2015,1.030815,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2016,0.987799,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2017,1.56195,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2018,1.969234,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2019,2.409836,3046
Bà Rịa - Vũng Tàu,Xuyên Mộc,2020,2.566155,3046
Bà Rịa - Vũng Tàu,Đất Đỏ,2012,0.685374,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2013,0.796955,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2014,0.926917,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2015,1.056932,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2016,1.156852,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2017,1.285459,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2018,1.328839,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2019,1.346725,890
Bà Rịa - Vũng Tàu,Đất Đỏ,2020,1.595961,890
Bình Dương,Bàu Bàng,2012,0.55503,1610
Bình Dương,Bàu Bàng,2013,0.656339,1610
Bình Dương,Bàu Bàng,2014,0.641106,1610
Bình Dương,Bàu Bàng,2015,0.708076,1610
Bình Dương,Bàu Bàng,2016,0.782597,1610
Bình Dương,Bàu Bàng,2017,1.240946,1610
Bình Dương,Bàu Bàng,2018,1.73356,1610
Bình Dương,Bàu Bàng,2019,2.09246,1610
Bình Dương,Bàu Bàng,2020,2.542087,1610
Bình Dương,Bắc Tân Uyên,2012,0.352164,1908
Bình Dương,Bắc Tân Uyên,2013,0.433285,1908
Bình Dương,Bắc Tân Uyên,2014,0.492733,1908
Bình Dương,Bắc Tân Uyên,2015,0.606239,1908
Bình Dương,Bắc Tân Uyên,2016,0.715212,1908
Bình Dương,Bắc Tân Uyên,2017,0.977323,1908
Bình Dương,Bắc Tân Uyên,2018,1.132884,1908
Bình Dương,Bắc Tân Uyên,2019,1.319143,1908
Bình Dương,Bắc Tân Uyên,2020,1.573426,1908
Bình Dương,Bến Cát,2012,3.373042,1125
Bình Dương,Bến Cát,2013,3.849067,1125
Bình Dương,Bến Cát,2014,4.399277,1125
Bình Dương,Bến Cát,2015,4.764451,1125
Bình Dương,Bến Cát,2016,4.907763,1125
Bình Dương,Bến Cát,2017,5.589879,1125
Bình Dương,Bến Cát,2018,6.010464,1125
Bình Dương,Bến Cát,2019,6.453845,1125
Bình Dương,Bến Cát,2020,6.974586,1125
Bình Dương,Dĩ An,2012,13.83244,283
Bình Dương,Dĩ An,2013,12.608239,283
Bình Dương,Dĩ An,2014,13.370338,283
Bình Dương,Dĩ An,2015,14.254882,283
Bình Dương,Dĩ An,2016,15.428526,283
Bình Dương,Dĩ An,2017,15.89635,283
Bình Dương,Dĩ An,2018,17.701099,283
Bình Dương,Dĩ An,2019,18.927721,283
Bình Dương,Dĩ An,2020,19.597687,283
Bình Dương,Dầu Tiếng,2012,0.105342,3436
Bình Dương,Dầu Tiếng,2013,0.129021,3436
Bình Dương,Dầu Tiếng,2014,0.200144,3436
Bình Dương,Dầu Tiếng,2015,0.232929,3436
Bình Dương,Dầu Tiếng,2016,0.309408,3436
Bình Dương,Dầu Tiếng,2017,0.412016,3436
Bình Dương,Dầu Tiếng,2018,0.487968,3436
Bình Dương,Dầu Tiếng,2019,0.54707,3436
Bình Dương,Dầu Tiếng,2020,0.731666,3436
Bình Dương,Phú Giáo,2012,0.345314,2604
Bình Dương,Phú Giáo,2013,0.420024,2604
Bình Dương,Phú Giáo,2014,0.448494,2604
Bình Dương,Phú Giáo,2015,0.526282,2604
Bình Dương,Phú Giáo,2016,0.553013,2604
Bình Dương,Phú Giáo,2017,0.730433,2604
Bình Dương,Phú Giáo,2018,0.809626,2604
Bình Dương,Phú Giáo,2019,0.880834,2604
Bình Dương,Phú Giáo,2020,1.065232,2604
Bình Dương,Thuận An,2012,12.825597,393
Bình Dương,Thuận An,2013,12.326502,393
Bình Dương,Thuận An,2014,13.249801,393
Bình Dương,Thuận An,2015,13.807933,393
Bình Dương,Thuận An,2016,14.704749,393
Bình Dương,Thuận An,2017,15.458494,393
Bình Dương,Thuận An,2018,16.336564,393
Bình Dương,Thuận An,2019,17.476225,393
Bình Dương,Thuận An,2020,18.047509,393
Bình Dương,Thủ Dầu Một,2012,10.265757,569
Bình Dương,Thủ Dầu Một,2013,9.644756,569
Bình Dương,Thủ Dầu Một,2014,11.350563,569
Bình Dương,Thủ Dầu Một,2015,11.533078,569
Bình Dương,Thủ Dầu Một,2016,12.31008,569
Bình Dương,Thủ Dầu Một,2017,13.537738,569
Bình Dương,Thủ Dầu Một,2018,14.612066,569
Bình Dương,Thủ Dầu Một,2019,15.589979,569
Bình Dương,Thủ Dầu Một,2020,17.07674,569
Bình Dương,Tân Uyên,2012,3.270937,913
Bình Dương,Tân Uyên,2013,3.379181,913
Bình Dương,Tân Uyên,2014,3.95332,913
Bình Dương,Tân Uyên,2015,4.70341,913
Bình Dương,Tân Uyên,2016,5.687863,913
Bình Dương,Tân Uyên,2017,6.327914,913
Bình Dương,Tân Uyên,2018,7.092821,913
Bình Dương,Tân Uyên,2019,7.78659,913
Bình Dương,Tân Uyên,2020,8.662967,913
Bình Phước,Bình Long,2012,0.62361,602
Bình Phước,Bình Long,2013,0.731355,602
Bình Phước,Bình Long,2014,0.69083,602
Bình Phước,Bình Long,2015,0.763033,602
Bình Phước,Bình Long,2016,0.758164,602
Bình Phước,Bình Long,2017,0.897413,602
Bình Phước,Bình Long,2018,0.984109,602
Bình Phước,Bình Long,2019,1.071694,602
Bình Phước,Bình Long,2020,1.249595,602
Bình Phước,Bù Gia Mập,2012,0.013376,5108
Bình Phước,Bù Gia Mập,2013,0.030833,5108
Bình Phước,Bù Gia Mập,2014,0.035614,5108
Bình Phước,Bù Gia Mập,2015,0.045571,5108
Bình Phước,Bù Gia Mập,2016,0.044746,5108
Bình Phước,Bù Gia Mập,2017,0.065756,5108
Bình Phước,Bù Gia Mập,2018,0.079307,5108
Bình Phước,Bù Gia Mập,2019,0.080787,5108
Bình Phước,Bù Gia Mập,2020,0.100492,5108
Bình Phước,Bù Đăng,2012,0.035228,7141
Bình Phước,Bù Đăng,2013,0.045615,7141
Bình Phước,Bù Đăng,2014,0.033938,7141
Bình Phước,Bù Đăng,2015,0.050081,7141
Bình Phước,Bù Đăng,2016,0.049969,7141
Bình Phước,Bù Đăng,2017,0.08629,7141
Bình Phước,Bù Đăng,2018,0.096761,7141
Bình Phước,Bù Đăng,2019,0.096751,7141
Bình Phước,Bù Đăng,2020,0.134546,7141
Bình Phước,Bù Đốp,2012,0.051405,1790
Bình Phước,Bù Đốp,2013,0.060647,1790
Bình Phước,Bù Đốp,2014,0.038823,1790
Bình Phước,Bù Đốp,2015,0.074375,1790
Bình Phước,Bù Đốp,2016,0.074261,1790
Bình Phước,Bù Đốp,2017,0.176838,1790
Bình Phước,Bù Đốp,2018,0.302921,1790
Bình Phước,Bù Đốp,2019,0.346992,1790
Bình Phước,Bù Đốp,2020,0.436593,1790
Bình Phước,Chơn Thành,2012,0.306151,1839
Bình Phước,Chơn Thành,2013,0.351448,1839
Bình Phước,Chơn Thành,2014,0.34256,1839
Bình Phước,Chơn Thành,2015,0.443357,1839
Bình Phước,Chơn Thành,2016,0.49758,1839
Bình Phước,Chơn Thành,2017,0.688095,1839
Bình Phước,Chơn Thành,2018,0.877937,1839
Bình Phước,Chơn Thành,2019,0.995073,1839
Bình Phước,Chơn Thành,2020,1.262926,1839
Bình Phước,Hớn Quản,2012,0.037832,3183
Bình Phước,Hớn Quản,2013,0.069708,3183
Bình Phước,Hớn Quản,2014,0.070606,3183
Bình Phước,Hớn Quản,2015,0.091398,3183
Bình Phước,Hớn Quản,2016,0.097227,3183
Bình Phước,Hớn Quản,2017,0.139766,3183
Bình Phước,Hớn Quản,2018,0.194033,3183
Bình Phước,Hớn Quản,2019,0.238786,3183
Bình Phước,Hớn Quản,2020,0.304054,3183
Bình Phước,Lộc Ninh,2012,0.105672,4073
Bình Phước,Lộc Ninh,2013,0.140246,4073
Bình Phước,Lộc Ninh,2014,0.120713,4073
Bình Phước,Lộc Ninh,2015,0.14975,4073
Bình Phước,Lộc Ninh,2016,0.141222,4073
Bình Phước,Lộc Ninh,2017,0.182779,4073
Bình Phước,Lộc Ninh,2018,0.220833,4073
Bình Phước,Lộc Ninh,2019,0.237643,4073
Bình Phước,Lộc Ninh,2020,0.319244,4073
Bình Phước,Phú Riềng,2012,0.035677,3184
Bình Phước,Phú Riềng,2013,0.048935,3184
Bình Phước,Phú Riềng,2014,0.041432,3184
Bình Phước,Phú Riềng,2015,0.05372,3184
Bình Phước,Phú Riềng,2016,0.058056,3184
Bình Phước,Phú Riềng,2017,0.09642,3184
Bình Phước,Phú Riềng,2018,0.112524,3184
Bình Phước,Phú Riềng,2019,0.12733,3184
Bình Phước,Phú Riềng,2020,0.184169,3184
Bình Phước,Phước Long,2012,0.587635,593
Bình Phước,Phước Long,2013,0.706675,593
Bình Phước,Phước Long,2014,0.676891,593
Bình Phước,Phước Long,2015,0.778808,593
Bình Phước,Phước Long,2016,0.770314,593
Bình Phước,Phước Long,2017,1.080357,593
Bình Phước,Phước Long,2018,1.243372,593
Bình Phước,Phước Long,2019,1.490255,593
Bình Phước,Phước Long,2020,1.537193,593
Bình Phước,Đồng Phú,2012,0.037244,4474
Bình Phước,Đồng Phú,2013,0.054307,4474
Bình Phước,Đồng Phú,2014,0.0599,4474
Bình Phước,Đồng Phú,2015,0.085106,4474
Bình Phước,Đồng Phú,2016,0.100553,4474
Bình Phước,Đồng Phú,2017,0.147188,4474
Bình Phước,Đồng Phú,2018,0.17666,4474
Bình Phước,Đồng Phú,2019,0.213113,4474
Bình Phước,Đồng Phú,2020,0.292467,4474
Bình Phước,Đồng Xoài,2012,0.914591,807
Bình Phước,Đồng Xoài,2013,1.248375,807
Bình Phước,Đồng Xoài,2014,1.390257,807
Bình Phước,Đồng Xoài,2015,1.482805,807
Bình Phước,Đồng Xoài,2016,1.65874,807
Bình Phước,Đồng Xoài,2017,2.004196,807
Bình Phước,Đồng Xoài,2018,2.143409,807
Bình Phước,Đồng Xoài,2019,2.471436,807
Bình Phước,Đồng Xoài,2020,2.814877,807
Bình Thuận,Bắc Bình,2012,1.143293,8912
Bình Thuận,Bắc Bình,2013,3.373059,8912
Bình Thuận,Bắc Bình,2014,3.541171,8912
Bình Thuận,Bắc Bình,2015,5.118408,8912
Bình Thuận,Bắc Bình,2016,5.468711,8912
Bình Thuận,Bắc Bình,2017,6.675939,8912
Bình Thuận,Bắc Bình,2018,9.154764,8912
Bình Thuận,Bắc Bình,2019,9.929161,8912
Bình Thuận,Bắc Bình,2020,5.810372,8912
Bình Thuận,Hàm Thuận Bắc,2012,25.359855,6412
Bình Thuận,Hàm Thuận Bắc,2013,31.012793,6412
Bình Thuận,Hàm Thuận Bắc,2014,31.078912,6412
Bình Thuận,Hàm Thuận Bắc,2015,38.36344,6412
Bình Thuận,Hàm Thuận Bắc,2016,32.909394,6412
Bình Thuận,Hàm Thuận Bắc,2017,35.169809,6412
Bình Thuận,Hàm Thuận Bắc,2018,45.881199,6412
Bình Thuận,Hàm Thuận Bắc,2019,45.05749,6412
Bình Thuận,Hàm Thuận Bắc,2020,19.894837,6412
Bình Thuận,Hàm Thuận Nam,2012,66.850762,5036
Bình Thuận,Hàm Thuận Nam,2013,76.185787,5036
Bình Thuận,Hàm Thuận Nam,2014,75.649455,5036
Bình Thuận,Hàm Thuận Nam,2015,92.243559,5036
Bình Thuận,Hàm Thuận Nam,2016,76.802807,5036
Bình Thuận,Hàm Thuận Nam,2017,83.809981,5036
Bình Thuận,Hàm Thuận Nam,2018,123.10075,5036
Bình Thuận,Hàm Thuận Nam,2019,119.716417,5036
Bình Thuận,Hàm Thuận Nam,2020,81.186402,5036
Bình Thuận,Hàm Tân,2012,1.004646,3537
Bình Thuận,Hàm Tân,2013,1.345949,3537
Bình Thuận,Hàm Tân,2014,1.616285,3537
Bình Thuận,Hàm Tân,2015,2.663716,3537
Bình Thuận,Hàm Tân,2016,2.321868,3537
Bình Thuận,Hàm Tân,2017,4.749153,3537
Bình Thuận,Hàm Tân,2018,8.311677,3537
Bình Thuận,Hàm Tân,2019,8.163051,3537
Bình Thuận,Hàm Tân,2020,6.484692,3537
Bình Thuận,La Gi,2012,7.981263,870
Bình Thuận,La Gi,2013,14.850345,870
Bình Thuận,La Gi,2014,18.302603,870
Bình Thuận,La Gi,2015,26.185053,870
Bình Thuận,La Gi,2016,19.506686,870
Bình Thuận,La Gi,2017,28.368366,870
Bình Thuận,La Gi,2018,56.135605,870
Bình Thuận,La Gi,2019,49.863156,870
Bình Thuận,La Gi,2020,49.684918,870
Bình Thuận,Phan Thiết,2012,14.134408,1006
Bình Thuận,Phan Thiết,2013,16.978826,1006
Bình Thuận,Phan Thiết,2014,14.7551,1006
Bình Thuận,Phan Thiết,2015,17.065175,1006
Bình Thuận,Phan Thiết,2016,14.555532,1006
Bình Thuận,Phan Thiết,2017,19.294753,1006
Bình Thuận,Phan Thiết,2018,24.769438,1006
Bình Thuận,Phan Thiết,2019,28.259538,1006
Bình Thuận,Phan Thiết,2020,21.626852,1006
Bình Thuận,Phú Quí,2012,0.045892,84
Bình Thuận,Phú Quí,2013,0.016685,84
Bình Thuận,Phú Quí,2014,0.228921,84
Bình Thuận,Phú Quí,2015,1.453335,84
Bình Thuận,Phú Quí,2016,1.38559,84
Bình Thuận,Phú Quí,2017,1.671015,84
Bình Thuận,Phú Quí,2018,1.778206,84
Bình Thuận,Phú Quí,2019,1.835988,84
Bình Thuận,Phú Quí,2020,2.038446,84
Bình Thuận,Tuy Phong,2012,0.727089,3682
Bình Thuận,Tuy Phong,2013,1.143953,3682
Bình Thuận,Tuy Phong,2014,0.937761,3682
Bình Thuận,Tuy Phong,2015,1.359831,3682
Bình Thuận,Tuy Phong,2016,1.444158,3682
Bình Thuận,Tuy Phong,2017,1.998842,3682
Bình Thuận,Tuy Phong,2018,2.945109,3682
Bình Thuận,Tuy Phong,2019,3.17126,3682
Bình Thuận,Tuy Phong,2020,2.652807,3682
Bình Thuận,Tánh Linh,2012,0.18648,5693
Bình Thuận,Tánh Linh,2013,0.288834,5693
Bình Thuận,Tánh Linh,2014,0.306179,5693
Bình Thuận,Tánh Linh,2015,0.458767,5693
Bình Thuận,Tánh Linh,2016,0.467512,5693
Bình Thuận,Tánh Linh,2017,0.826691,5693
Bình Thuận,Tánh Linh,2018,1.015044,5693
Bình Thuận,Tánh Linh,2019,0.860542,5693
Bình Thuận,Tánh Linh,2020,0.664451,5693
Bình Thuận,Đức Linh,2012,0.054648,2615
Bình Thuận,Đức Linh,2013,0.109297,2615
Bình Thuận,Đức Linh,2014,0.196216,2615
Bình Thuận,Đức Linh,2015,0.219336,2615
Bình Thuận,Đức Linh,2016,0.240713,2615
Bình Thuận,Đức Linh,2017,0.285744,2615
Bình Thuận,Đức Linh,2018,0.380193,2615
Bình Thuận,Đức Linh,2019,0.422105,2615
Bình Thuận,Đức Linh,2020,0.483757,2615
Bình Định,An Lão,2012,0.0,3351
Bình Định,An Lão,2013,0.0,3351
Bình Định,An Lão,2014,0.001521,3351
Bình Định,An Lão,2015,0.001157,3351
Bình Định,An Lão,2016,0.00187,3351
Bình Định,An Lão,2017,0.004582,3351
Bình Định,An Lão,2018,0.008394,3351
Bình Định,An Lão,2019,0.010221,3351
Bình Định,An Lão,2020,0.013261,3351
Bình Định,An Nhơn,2012,0.132449,1182
Bình Định,An Nhơn,2013,0.214795,1182
Bình Định,An Nhơn,2014,0.37971,1182
Bình Định,An Nhơn,2015,0.583508,1182
Bình Định,An Nhơn,2016,0.497515,1182
Bình Định,An Nhơn,2017,0.687821,1182
Bình Định,An Nhơn,2018,0.927259,1182
Bình Định,An Nhơn,2019,1.117429,1182
Bình Định,An Nhơn,2020,1.334089,1182
Bình Định,Hoài Nhơn,2012,0.068157,2037
Bình Định,Hoài Nhơn,2013,0.112705,2037
Bình Định,Hoài Nhơn,2014,0.182142,2037
Bình Định,Hoài Nhơn,2015,0.386304,2037
Bình Định,Hoài Nhơn,2016,0.36599,2037
Bình Định,Hoài Nhơn,2017,0.472417,2037
Bình Định,Hoài Nhơn,2018,0.628022,2037
Bình Định,Hoài Nhơn,2019,0.76728,2037
Bình Định,Hoài Nhơn,2020,1.017678,2037
Bình Định,Hoài Ân,2012,0.002423,3625
Bình Định,Hoài Ân,2013,0.004742,3625
Bình Định,Hoài Ân,2014,0.009268,3625
Bình Định,Hoài Ân,2015,0.015856,3625
Bình Định,Hoài Ân,2016,0.025263,3625
Bình Định,Hoài Ân,2017,0.044463,3625
Bình Định,Hoài Ân,2018,0.063296,3625
Bình Định,Hoài Ân,2019,0.093374,3625
Bình Định,Hoài Ân,2020,0.157496,3625
Bình Định,Phù Cát,2012,0.037216,3282
Bình Định,Phù Cát,2013,0.07841,3282
Bình Định,Phù Cát,2014,0.099688,3282
Bình Định,Phù Cát,2015,0.164472,3282
Bình Định,Phù Cát,2016,0.119871,3282
Bình Định,Phù Cát,2017,0.194379,3282
Bình Định,Phù Cát,2018,0.288694,3282
Bình Định,Phù Cát,2019,0.314869,3282
Bình Định,Phù Cát,2020,0.433595,3282
Bình Định,Phù Mỹ,2012,0.124637,2666
Bình Định,Phù Mỹ,2013,0.15882,2666
Bình Định,Phù Mỹ,2014,0.184952,2666
Bình Định,Phù Mỹ,2015,0.227938,2666
Bình Định,Phù Mỹ,2016,0.175507,2666
Bình Định,Phù Mỹ,2017,0.276866,2666
Bình Định,Phù Mỹ,2018,0.361311,2666
Bình Định,Phù Mỹ,2019,0.391733,2666
Bình Định,Phù Mỹ,2020,0.476862,2666
Bình Định,Qui Nhơn,2012,1.238697,1383
Bình Định,Qui Nhơn,2013,1.520129,1383
Bình Định,Qui Nhơn,2014,1.823931,1383
Bình Định,Qui Nhơn,2015,2.056845,1383
Bình Định,Qui Nhơn,2016,2.101879,1383
Bình Định,Qui Nhơn,2017,2.403946,1383
Bình Định,Qui Nhơn,2018,2.758987,1383
Bình Định,Qui Nhơn,2019,3.097146,1383
Bình Định,Qui Nhơn,2020,3.524642,1383
Bình Định,Tuy Phước,2012,0.206351,1061
Bình Định,Tuy Phước,2013,0.283372,1061
Bình Định,Tuy Phước,2014,0.322805,1061
Bình Định,Tuy Phước,2015,0.530638,1061
Bình Định,Tuy Phước,2016,0.524064,1061
Bình Định,Tuy Phước,2017,0.726591,1061
Bình Định,Tuy Phước,2018,1.081466,1061
Bình Định,Tuy Phước,2019,1.269645,1061
Bình Định,Tuy Phước,2020,1.631296,1061
Bình Định,Tây Sơn,2012,0.025334,3339
Bình Định,Tây Sơn,2013,0.049497,3339
Bình Định,Tây Sơn,2014,0.05951,3339
Bình Định,Tây Sơn,2015,0.080124,3339
Bình Định,Tây Sơn,2016,0.073,3339
Bình Định,Tây Sơn,2017,0.123696,3339
Bình Định,Tây Sơn,2018,0.170391,3339
Bình Định,Tây Sơn,2019,0.189993,3339
Bình Định,Tây Sơn,2020,0.231366,3339
Bình Định,Vân Canh,2012,0.001555,3858
Bình Định,Vân Canh,2013,0.003644,3858
Bình Định,Vân Canh,2014,0.006155,3858
Bình Định,Vân Canh,2015,0.014947,3858
Bình Định,Vân Canh,2016,0.013517,3858
Bình Định,Vân Canh,2017,0.02145,3858
Bình Định,Vân Canh,2018,0.027886,3858
Bình Định,Vân Canh,2019,0.030605,3858
Bình Định,Vân Canh,2020,0.057244,3858
Bình Định,Vĩnh Thạnh,2012,0.004145,3461
Bình Định,Vĩnh Thạnh,2013,0.006117,3461
Bình Định,Vĩnh Thạnh,2014,0.012339,3461
