Province,District,Year,Mean_Nightlight,Valid_Pixels
Thái Nguyên,Phổ Yên,2013,0.41701,1296
Thái Nguyên,Phổ Yên,2014,0.915626,1296
Thái Nguyên,Phổ Yên,2015,1.465951,1296
Thái Nguyên,Phổ Yên,2016,1.571595,1296
Thái Nguyên,Phổ Yên,2017,1.793272,1296
Thái Nguyên,Phổ Yên,2018,1.988008,1296
Thái Nguyên,Phổ Yên,2019,2.087822,1296
Thái Nguyên,Phổ Yên,2020,1.727954,1296
Thái Nguyên,Sông Công,2012,0.654343,489
Thái Nguyên,Sông Công,2013,0.737361,489
Thái Nguyên,Sông Công,2014,0.826859,489
Thái Nguyên,Sông Công,2015,0.891857,489
Thái Nguyên,Sông Công,2016,1.010065,489
Thái Nguyên,Sông Công,2017,1.400365,489
Thái Nguyên,Sông Công,2018,1.478472,489
Thái Nguyên,Sông Công,2019,1.803536,489
Thái Nguyên,Sông Công,2020,1.624537,489
Thái Nguyên,Thái Nguyên,2012,2.318407,1124
Thái Nguyên,Thái Nguyên,2013,2.290438,1124
Thái Nguyên,Thái Nguyên,2014,2.290643,1124
Thái Nguyên,Thái Nguyên,2015,2.182837,1124
Thái Nguyên,Thái Nguyên,2016,2.663131,1124
Thái Nguyên,Thái Nguyên,2017,3.134665,1124
Thái Nguyên,Thái Nguyên,2018,2.915459,1124
Thái Nguyên,Thái Nguyên,2019,3.380974,1124
Thái Nguyên,Thái Nguyên,2020,3.020029,1124
Thái Nguyên,Võ Nhai,2012,0.01036,4222
Thái Nguyên,Võ Nhai,2013,0.010722,4222
Thái Nguyên,Võ Nhai,2014,0.012893,4222
Thái Nguyên,Võ Nhai,2015,0.01103,4222
Thái Nguyên,Võ Nhai,2016,0.016743,4222
Thái Nguyên,Võ Nhai,2017,0.02278,4222
Thái Nguyên,Võ Nhai,2018,0.019474,4222
Thái Nguyên,Võ Nhai,2019,0.025166,4222
Thái Nguyên,Võ Nhai,2020,0.024691,4222
Thái Nguyên,Đại Từ,2012,0.064956,2855
Thái Nguyên,Đại Từ,2013,0.159187,2855
Thái Nguyên,Đại Từ,2014,0.235941,2855
Thái Nguyên,Đại Từ,2015,0.201946,2855
Thái Nguyên,Đại Từ,2016,0.212245,2855
Thái Nguyên,Đại Từ,2017,0.237205,2855
Thái Nguyên,Đại Từ,2018,0.224511,2855
Thái Nguyên,Đại Từ,2019,0.260863,2855
Thái Nguyên,Đại Từ,2020,0.239131,2855
Thái Nguyên,Định Hóa,2012,0.001753,2580
Thái Nguyên,Định Hóa,2013,0.001844,2580
Thái Nguyên,Định Hóa,2014,0.006952,2580
Thái Nguyên,Định Hóa,2015,0.006337,2580
Thái Nguyên,Định Hóa,2016,0.007864,2580
Thái Nguyên,Định Hóa,2017,0.01125,2580
Thái Nguyên,Định Hóa,2018,0.014831,2580
Thái Nguyên,Định Hóa,2019,0.011619,2580
Thái Nguyên,Định Hóa,2020,0.023802,2580
Thái Nguyên,Đồng Hỷ,2012,0.04353,2154
Thái Nguyên,Đồng Hỷ,2013,0.058619,2154
Thái Nguyên,Đồng Hỷ,2014,0.069854,2154
Thái Nguyên,Đồng Hỷ,2015,0.07014,2154
Thái Nguyên,Đồng Hỷ,2016,0.074331,2154
Thái Nguyên,Đồng Hỷ,2017,0.091426,2154
Thái Nguyên,Đồng Hỷ,2018,0.072834,2154
Thái Nguyên,Đồng Hỷ,2019,0.111106,2154
Thái Nguyên,Đồng Hỷ,2020,0.083539,2154
Thừa Thiên Huế,A Lưới,2012,0.005586,5967
Thừa Thiên Huế,A Lưới,2013,0.006629,5967
Thừa Thiên Huế,A Lưới,2014,0.006226,5967
Thừa Thiên Huế,A Lưới,2015,0.00581,5967
Thừa Thiên Huế,A Lưới,2016,0.005648,5967
Thừa Thiên Huế,A Lưới,2017,0.009218,5967
Thừa Thiên Huế,A Lưới,2018,0.012006,5967
Thừa Thiên Huế,A Lưới,2019,0.015639,5967
Thừa Thiên Huế,A Lưới,2020,0.015883,5967
Thừa Thiên Huế,Huế,2012,4.624841,346
Thừa Thiên Huế,Huế,2013,4.930404,346
Thừa Thiên Huế,Huế,2014,5.841657,346
Thừa Thiên Huế,Huế,2015,5.95274,346
Thừa Thiên Huế,Huế,2016,5.86425,346
Thừa Thiên Huế,Huế,2017,7.230582,346
Thừa Thiên Huế,Huế,2018,7.565948,346
Thừa Thiên Huế,Huế,2019,7.710367,346
Thừa Thiên Huế,Huế,2020,7.893088,346
Thừa Thiên Huế,Hương Thủy,2012,0.281882,2213
Thừa Thiên Huế,Hương Thủy,2013,0.289375,2213
Thừa Thiên Huế,Hương Thủy,2014,0.310512,2213
Thừa Thiên Huế,Hương Thủy,2015,0.355386,2213
Thừa Thiên Huế,Hương Thủy,2016,0.362713,2213
Thừa Thiên Huế,Hương Thủy,2017,0.512152,2213
Thừa Thiên Huế,Hương Thủy,2018,0.556376,2213
Thừa Thiên Huế,Hương Thủy,2019,0.605086,2213
Thừa Thiên Huế,Hương Thủy,2020,0.673072,2213
Thừa Thiên Huế,Hương Trà,2012,0.133325,2527
Thừa Thiên Huế,Hương Trà,2013,0.171969,2527
Thừa Thiên Huế,Hương Trà,2014,0.197763,2527
Thừa Thiên Huế,Hương Trà,2015,0.215821,2527
Thừa Thiên Huế,Hương Trà,2016,0.232688,2527
Thừa Thiên Huế,Hương Trà,2017,0.297007,2527
Thừa Thiên Huế,Hương Trà,2018,0.329072,2527
Thừa Thiên Huế,Hương Trà,2019,0.368355,2527
Thừa Thiên Huế,Hương Trà,2020,0.440481,2527
Thừa Thiên Huế,Nam Đông,2012,0.000803,3147
Thừa Thiên Huế,Nam Đông,2013,0.0,3147
Thừa Thiên Huế,Nam Đông,2014,0.0,3147
Thừa Thiên Huế,Nam Đông,2015,0.002585,3147
Thừa Thiên Huế,Nam Đông,2016,0.001767,3147
Thừa Thiên Huế,Nam Đông,2017,0.001651,3147
Thừa Thiên Huế,Nam Đông,2018,0.005016,3147
Thừa Thiên Huế,Nam Đông,2019,0.00021,3147
Thừa Thiên Huế,Nam Đông,2020,0.004208,3147
Thừa Thiên Huế,Phong Điền,2012,0.037587,4649
Thừa Thiên Huế,Phong Điền,2013,0.054764,4649
Thừa Thiên Huế,Phong Điền,2014,0.110092,4649
Thừa Thiên Huế,Phong Điền,2015,0.116811,4649
Thừa Thiên Huế,Phong Điền,2016,0.080364,4649
Thừa Thiên Huế,Phong Điền,2017,0.114272,4649
Thừa Thiên Huế,Phong Điền,2018,0.151603,4649
Thừa Thiên Huế,Phong Điền,2019,0.165683,4649
Thừa Thiên Huế,Phong Điền,2020,0.199087,4649
Thừa Thiên Huế,Phú Lộc,2012,0.103679,3463
Thừa Thiên Huế,Phú Lộc,2013,0.106557,3463
Thừa Thiên Huế,Phú Lộc,2014,0.144476,3463
Thừa Thiên Huế,Phú Lộc,2015,0.186902,3463
Thừa Thiên Huế,Phú Lộc,2016,0.131021,3463
Thừa Thiên Huế,Phú Lộc,2017,0.22389,3463
Thừa Thiên Huế,Phú Lộc,2018,0.264983,3463
Thừa Thiên Huế,Phú Lộc,2019,0.284735,3463
Thừa Thiên Huế,Phú Lộc,2020,0.369937,3463
Thừa Thiên Huế,Phú Vang,2012,0.16457,1365
Thừa Thiên Huế,Phú Vang,2013,0.203666,1365
Thừa Thiên Huế,Phú Vang,2014,0.277611,1365
Thừa Thiên Huế,Phú Vang,2015,0.354897,1365
Thừa Thiên Huế,Phú Vang,2016,0.295891,1365
Thừa Thiên Huế,Phú Vang,2017,0.50355,1365
Thừa Thiên Huế,Phú Vang,2018,0.654384,1365
Thừa Thiên Huế,Phú Vang,2019,0.753637,1365
Thừa Thiên Huế,Phú Vang,2020,0.873328,1365
Thừa Thiên Huế,Quảng Điền,2012,0.021695,801
Thừa Thiên Huế,Quảng Điền,2013,0.040705,801
Thừa Thiên Huế,Quảng Điền,2014,0.097065,801
Thừa Thiên Huế,Quảng Điền,2015,0.119224,801
Thừa Thiên Huế,Quảng Điền,2016,0.123436,801
Thừa Thiên Huế,Quảng Điền,2017,0.220562,801
Thừa Thiên Huế,Quảng Điền,2018,0.275787,801
Thừa Thiên Huế,Quảng Điền,2019,0.318664,801
Thừa Thiên Huế,Quảng Điền,2020,0.461455,801
Tiền Giang,Cai Lậy,2012,0.045276,1395
Tiền Giang,Cai Lậy,2013,0.050534,1395
Tiền Giang,Cai Lậy,2014,0.080526,1395
Tiền Giang,Cai Lậy,2015,0.172771,1395
Tiền Giang,Cai Lậy,2016,0.217145,1395
Tiền Giang,Cai Lậy,2017,0.375039,1395
Tiền Giang,Cai Lậy,2018,0.459969,1395
Tiền Giang,Cai Lậy,2019,0.681901,1395
Tiền Giang,Cai Lậy,2020,0.836665,1395
Tiền Giang,Cai Lậy (Thị xã),2012,0.280759,662
Tiền Giang,Cai Lậy (Thị xã),2013,0.346224,662
Tiền Giang,Cai Lậy (Thị xã),2014,0.441546,662
Tiền Giang,Cai Lậy (Thị xã),2015,0.695262,662
Tiền Giang,Cai Lậy (Thị xã),2016,0.790628,662
Tiền Giang,Cai Lậy (Thị xã),2017,1.006879,662
Tiền Giang,Cai Lậy (Thị xã),2018,1.261578,662
Tiền Giang,Cai Lậy (Thị xã),2019,1.413016,662
Tiền Giang,Cai Lậy (Thị xã),2020,1.75078,662
Tiền Giang,Châu Thành,2012,1.855669,1118
Tiền Giang,Châu Thành,2013,2.402014,1118
Tiền Giang,Châu Thành,2014,2.872428,1118
Tiền Giang,Châu Thành,2015,3.133149,1118
Tiền Giang,Châu Thành,2016,3.376432,1118
Tiền Giang,Châu Thành,2017,3.839901,1118
Tiền Giang,Châu Thành,2018,5.745111,1118
Tiền Giang,Châu Thành,2019,5.952439,1118
Tiền Giang,Châu Thành,2020,5.962453,1118
Tiền Giang,Chợ Gạo,2012,43.201296,1098
Tiền Giang,Chợ Gạo,2013,55.640013,1098
Tiền Giang,Chợ Gạo,2014,64.95664,1098
Tiền Giang,Chợ Gạo,2015,71.963257,1098
Tiền Giang,Chợ Gạo,2016,65.952855,1098
Tiền Giang,Chợ Gạo,2017,93.038934,1098
Tiền Giang,Chợ Gạo,2018,127.181922,1098
Tiền Giang,Chợ Gạo,2019,140.046121,1098
Tiền Giang,Chợ Gạo,2020,101.903632,1098
Tiền Giang,Cái Bè,2012,0.172601,1979
Tiền Giang,Cái Bè,2013,0.219632,1979
Tiền Giang,Cái Bè,2014,0.311202,1979
Tiền Giang,Cái Bè,2015,0.412396,1979
Tiền Giang,Cái Bè,2016,0.461206,1979
Tiền Giang,Cái Bè,2017,0.646512,1979
Tiền Giang,Cái Bè,2018,0.701557,1979
Tiền Giang,Cái Bè,2019,0.749005,1979
Tiền Giang,Cái Bè,2020,0.792026,1979
Tiền Giang,Gò Công,2012,1.227427,482
Tiền Giang,Gò Công,2013,1.096281,482
Tiền Giang,Gò Công,2014,1.412332,482
Tiền Giang,Gò Công,2015,1.793929,482
Tiền Giang,Gò Công,2016,1.771871,482
Tiền Giang,Gò Công,2017,2.887317,482
Tiền Giang,Gò Công,2018,4.181004,482
Tiền Giang,Gò Công,2019,5.054154,482
Tiền Giang,Gò Công,2020,5.070129,482
Tiền Giang,Gò Công Tây,2012,1.868234,884
Tiền Giang,Gò Công Tây,2013,3.549893,884
Tiền Giang,Gò Công Tây,2014,4.687647,884
Tiền Giang,Gò Công Tây,2015,6.294023,884
Tiền Giang,Gò Công Tây,2016,4.493754,884
Tiền Giang,Gò Công Tây,2017,8.570568,884
Tiền Giang,Gò Công Tây,2018,11.265971,884
Tiền Giang,Gò Công Tây,2019,16.041898,884
Tiền Giang,Gò Công Tây,2020,12.446238,884
Tiền Giang,Gò Công Đông,2012,0.258558,1112
Tiền Giang,Gò Công Đông,2013,0.271472,1112
Tiền Giang,Gò Công Đông,2014,0.398609,1112
Tiền Giang,Gò Công Đông,2015,0.570489,1112
Tiền Giang,Gò Công Đông,2016,0.546733,1112
Tiền Giang,Gò Công Đông,2017,1.007609,1112
Tiền Giang,Gò Công Đông,2018,1.335969,1112
Tiền Giang,Gò Công Đông,2019,1.911128,1112
Tiền Giang,Gò Công Đông,2020,2.395708,1112
Tiền Giang,Mỹ Tho,2012,4.907589,394
Tiền Giang,Mỹ Tho,2013,5.918895,394
Tiền Giang,Mỹ Tho,2014,7.000838,394
Tiền Giang,Mỹ Tho,2015,7.945879,394
Tiền Giang,Mỹ Tho,2016,8.573645,394
Tiền Giang,Mỹ Tho,2017,10.337805,394
Tiền Giang,Mỹ Tho,2018,13.18488,394
Tiền Giang,Mỹ Tho,2019,15.348578,394
Tiền Giang,Mỹ Tho,2020,14.264858,394
Tiền Giang,Tân Phú Đông,2012,0.264765,723
Tiền Giang,Tân Phú Đông,2013,0.212956,723
Tiền Giang,Tân Phú Đông,2014,0.483804,723
Tiền Giang,Tân Phú Đông,2015,0.547869,723
Tiền Giang,Tân Phú Đông,2016,0.497424,723
Tiền Giang,Tân Phú Đông,2017,0.81655,723
Tiền Giang,Tân Phú Đông,2018,1.191306,723
Tiền Giang,Tân Phú Đông,2019,1.339204,723
Tiền Giang,Tân Phú Đông,2020,1.207477,723
Tiền Giang,Tân Phước,2012,0.19636,1589
Tiền Giang,Tân Phước,2013,0.275914,1589
Tiền Giang,Tân Phước,2014,0.448326,1589
Tiền Giang,Tân Phước,2015,0.649683,1589
Tiền Giang,Tân Phước,2016,1.418295,1589
Tiền Giang,Tân Phước,2017,2.619407,1589
Tiền Giang,Tân Phước,2018,4.851613,1589
Tiền Giang,Tân Phước,2019,6.207284,1589
Tiền Giang,Tân Phước,2020,7.516992,1589
Trà Vinh,Châu Thành,2012,0.138731,1835
Trà Vinh,Châu Thành,2013,0.171455,1835
Trà Vinh,Châu Thành,2014,0.204276,1835
Trà Vinh,Châu Thành,2015,0.292427,1835
Trà Vinh,Châu Thành,2016,0.319571,1835
Trà Vinh,Châu Thành,2017,0.527876,1835
Trà Vinh,Châu Thành,2018,0.913892,1835
Trà Vinh,Châu Thành,2019,1.261871,1835
Trà Vinh,Châu Thành,2020,1.253171,1835
Trà Vinh,Càng Long,2012,0.106651,1402
Trà Vinh,Càng Long,2013,0.120644,1402
Trà Vinh,Càng Long,2014,0.163284,1402
Trà Vinh,Càng Long,2015,0.193722,1402
Trà Vinh,Càng Long,2016,0.274547,1402
Trà Vinh,Càng Long,2017,0.59611,1402
Trà Vinh,Càng Long,2018,1.111564,1402
Trà Vinh,Càng Long,2019,2.153766,1402
Trà Vinh,Càng Long,2020,2.054512,1402
Trà Vinh,Cầu Kè,2012,0.048436,1175
Trà Vinh,Cầu Kè,2013,0.054815,1175
Trà Vinh,Cầu Kè,2014,0.073365,1175
Trà Vinh,Cầu Kè,2015,0.090069,1175
Trà Vinh,Cầu Kè,2016,0.078236,1175
Trà Vinh,Cầu Kè,2017,0.144556,1175
Trà Vinh,Cầu Kè,2018,0.193142,1175
Trà Vinh,Cầu Kè,2019,0.299925,1175
Trà Vinh,Cầu Kè,2020,0.37404,1175
Trà Vinh,Cầu Ngang,2012,0.063313,1546
Trà Vinh,Cầu Ngang,2013,0.07519,1546
Trà Vinh,Cầu Ngang,2014,0.288523,1546
Trà Vinh,Cầu Ngang,2015,0.304127,1546
Trà Vinh,Cầu Ngang,2016,0.245031,1546
Trà Vinh,Cầu Ngang,2017,0.464003,1546
Trà Vinh,Cầu Ngang,2018,0.657322,1546
Trà Vinh,Cầu Ngang,2019,0.798585,1546
Trà Vinh,Cầu Ngang,2020,0.963715,1546
Trà Vinh,Duyên Hải,2012,0.003049,1229
Trà Vinh,Duyên Hải,2013,0.009584,1229
Trà Vinh,Duyên Hải,2014,0.069292,1229
Trà Vinh,Duyên Hải,2015,0.153163,1229
Trà Vinh,Duyên Hải,2016,0.121461,1229
Trà Vinh,Duyên Hải,2017,0.320648,1229
Trà Vinh,Duyên Hải,2018,0.428649,1229
Trà Vinh,Duyên Hải,2019,0.509148,1229
Trà Vinh,Duyên Hải,2020,0.630868,1229
Trà Vinh,Duyên Hải (Thị xã),2012,0.165791,949
Trà Vinh,Duyên Hải (Thị xã),2013,0.224168,949
Trà Vinh,Duyên Hải (Thị xã),2014,0.464205,949
Trà Vinh,Duyên Hải (Thị xã),2015,0.808078,949
Trà Vinh,Duyên Hải (Thị xã),2016,1.0759,949
Trà Vinh,Duyên Hải (Thị xã),2017,1.527912,949
Trà Vinh,Duyên Hải (Thị xã),2018,1.553383,949
Trà Vinh,Duyên Hải (Thị xã),2019,2.098537,949
Trà Vinh,Duyên Hải (Thị xã),2020,2.483215,949
Trà Vinh,Tiểu Cần,2012,0.056794,1081
Trà Vinh,Tiểu Cần,2013,0.068601,1081
Trà Vinh,Tiểu Cần,2014,0.10284,1081
Trà Vinh,Tiểu Cần,2015,0.098056,1081
Trà Vinh,Tiểu Cần,2016,0.116363,1081
Trà Vinh,Tiểu Cần,2017,0.192161,1081
Trà Vinh,Tiểu Cần,2018,0.298568,1081
Trà Vinh,Tiểu Cần,2019,0.430952,1081
Trà Vinh,Tiểu Cần,2020,0.547741,1081
Trà Vinh,Trà Cú,2012,0.079553,1508
Trà Vinh,Trà Cú,2013,0.108476,1508
Trà Vinh,Trà Cú,2014,0.166334,1508
Trà Vinh,Trà Cú,2015,0.204984,1508
Trà Vinh,Trà Cú,2016,0.235539,1508
Trà Vinh,Trà Cú,2017,0.340345,1508
Trà Vinh,Trà Cú,2018,0.465452,1508
Trà Vinh,Trà Cú,2019,0.683748,1508
Trà Vinh,Trà Cú,2020,0.868157,1508
Trà Vinh,Trà Vinh,2012,3.080101,316
Trà Vinh,Trà Vinh,2013,2.906603,316
Trà Vinh,Trà Vinh,2014,3.385161,316
Trà Vinh,Trà Vinh,2015,3.594666,316
Trà Vinh,Trà Vinh,2016,3.967777,316
Trà Vinh,Trà Vinh,2017,4.299585,316
Trà Vinh,Trà Vinh,2018,5.106359,316
Trà Vinh,Trà Vinh,2019,5.555985,316
Trà Vinh,Trà Vinh,2020,6.033919,316
Tuyên Quang,Chiêm Hóa,2012,0.004273,6429
Tuyên Quang,Chiêm Hóa,2013,0.003286,6429
Tuyên Quang,Chiêm Hóa,2014,0.003765,6429
Tuyên Quang,Chiêm Hóa,2015,0.003357,6429
Tuyên Quang,Chiêm Hóa,2016,0.003813,6429
Tuyên Quang,Chiêm Hóa,2017,0.005671,6429
Tuyên Quang,Chiêm Hóa,2018,0.005584,6429
Tuyên Quang,Chiêm Hóa,2019,0.007227,6429
Tuyên Quang,Chiêm Hóa,2020,0.004204,6429
Tuyên Quang,Hàm Yên,2012,0.001566,4532
Tuyên Quang,Hàm Yên,2013,0.002983,4532
Tuyên Quang,Hàm Yên,2014,0.004712,4532
Tuyên Quang,Hàm Yên,2015,0.005322,4532
Tuyên Quang,Hàm Yên,2016,0.011019,4532
Tuyên Quang,Hàm Yên,2017,0.014946,4532
Tuyên Quang,Hàm Yên,2018,0.019358,4532
Tuyên Quang,Hàm Yên,2019,0.013783,4532
Tuyên Quang,Hàm Yên,2020,0.006464,4532
Tuyên Quang,Lâm Bình,2012,0.0,3967
Tuyên Quang,Lâm Bình,2013,0.0,3967
Tuyên Quang,Lâm Bình,2014,0.0,3967
Tuyên Quang,Lâm Bình,2015,0.0,3967
Tuyên Quang,Lâm Bình,2016,0.0,3967
Tuyên Quang,Lâm Bình,2017,0.0,3967
Tuyên Quang,Lâm Bình,2018,0.0,3967
Tuyên Quang,Lâm Bình,2019,0.012777,3967
Tuyên Quang,Lâm Bình,2020,0.009803,3967
Tuyên Quang,Nà Hang,2012,0.002111,4372
Tuyên Quang,Nà Hang,2013,0.002597,4372
Tuyên Quang,Nà Hang,2014,0.002699,4372
Tuyên Quang,Nà Hang,2015,0.005031,4372
Tuyên Quang,Nà Hang,2016,0.004202,4372
Tuyên Quang,Nà Hang,2017,0.003558,4372
Tuyên Quang,Nà Hang,2018,0.004084,4372
Tuyên Quang,Nà Hang,2019,0.005822,4372
Tuyên Quang,Nà Hang,2020,0.004356,4372
Tuyên Quang,Sơn Dương,2012,0.043297,3948
Tuyên Quang,Sơn Dương,2013,0.04561,3948
Tuyên Quang,Sơn Dương,2014,0.050645,3948
Tuyên Quang,Sơn Dương,2015,0.047367,3948
Tuyên Quang,Sơn Dương,2016,0.060654,3948
Tuyên Quang,Sơn Dương,2017,0.075426,3948
Tuyên Quang,Sơn Dương,2018,0.071319,3948
Tuyên Quang,Sơn Dương,2019,0.105794,3948
Tuyên Quang,Sơn Dương,2020,0.092788,3948
Tuyên Quang,Tuyên Quang,2012,0.549796,597
Tuyên Quang,Tuyên Quang,2013,0.690737,597
Tuyên Quang,Tuyên Quang,2014,0.856821,597
Tuyên Quang,Tuyên Quang,2015,1.208137,597
Tuyên Quang,Tuyên Quang,2016,1.556103,597
Tuyên Quang,Tuyên Quang,2017,1.459669,597
Tuyên Quang,Tuyên Quang,2018,1.713659,597
Tuyên Quang,Tuyên Quang,2019,1.317663,597
Tuyên Quang,Tuyên Quang,2020,1.493706,597
Tuyên Quang,Yên Sơn,2012,0.02512,5716
Tuyên Quang,Yên Sơn,2013,0.028349,5716
Tuyên Quang,Yên Sơn,2014,0.038082,5716
Tuyên Quang,Yên Sơn,2015,0.038852,5716
Tuyên Quang,Yên Sơn,2016,0.044081,5716
Tuyên Quang,Yên Sơn,2017,0.043344,5716
Tuyên Quang,Yên Sơn,2018,0.04828,5716
Tuyên Quang,Yên Sơn,2019,0.061562,5716
Tuyên Quang,Yên Sơn,2020,0.0541,5716
Tây Ninh,Bến Cầu,2012,0.391182,1131
Tây Ninh,Bến Cầu,2013,0.416661,1131
Tây Ninh,Bến Cầu,2014,0.45905,1131
Tây Ninh,Bến Cầu,2015,0.521563,1131
Tây Ninh,Bến Cầu,2016,0.559154,1131
Tây Ninh,Bến Cầu,2017,0.74782,1131
Tây Ninh,Bến Cầu,2018,1.136693,1131
Tây Ninh,Bến Cầu,2019,1.276806,1131
Tây Ninh,Bến Cầu,2020,1.434064,1131
Tây Ninh,Châu Thành,2012,0.178216,2771
Tây Ninh,Châu Thành,2013,0.219694,2771
Tây Ninh,Châu Thành,2014,0.280742,2771
Tây Ninh,Châu Thành,2015,0.313078,2771
Tây Ninh,Châu Thành,2016,0.327637,2771
Tây Ninh,Châu Thành,2017,0.393593,2771
Tây Ninh,Châu Thành,2018,0.461983,2771
Tây Ninh,Châu Thành,2019,0.479534,2771
Tây Ninh,Châu Thành,2020,0.571948,2771
Tây Ninh,Dương Minh Châu,2012,0.384863,2071
Tây Ninh,Dương Minh Châu,2013,0.294693,2071
Tây Ninh,Dương Minh Châu,2014,0.337956,2071
Tây Ninh,Dương Minh Châu,2015,0.479933,2071
Tây Ninh,Dương Minh Châu,2016,0.444449,2071
Tây Ninh,Dương Minh Châu,2017,0.567376,2071
Tây Ninh,Dương Minh Châu,2018,0.650812,2071
Tây Ninh,Dương Minh Châu,2019,0.706454,2071
Tây Ninh,Dương Minh Châu,2020,0.793305,2071
Tây Ninh,Gò Dầu,2012,0.436947,1237
Tây Ninh,Gò Dầu,2013,0.522519,1237
Tây Ninh,Gò Dầu,2014,0.831995,1237
Tây Ninh,Gò Dầu,2015,1.17053,1237
Tây Ninh,Gò Dầu,2016,1.273858,1237
Tây Ninh,Gò Dầu,2017,1.570051,1237
Tây Ninh,Gò Dầu,2018,1.939736,1237
Tây Ninh,Gò Dầu,2019,2.128944,1237
Tây Ninh,Gò Dầu,2020,2.287365,1237
Tây Ninh,Hòa Thành,2012,1.80618,396
Tây Ninh,Hòa Thành,2013,2.073243,396
Tây Ninh,Hòa Thành,2014,2.327499,396
Tây Ninh,Hòa Thành,2015,2.615202,396
Tây Ninh,Hòa Thành,2016,2.708727,396
Tây Ninh,Hòa Thành,2017,2.856725,396
Tây Ninh,Hòa Thành,2018,3.146374,396
Tây Ninh,Hòa Thành,2019,3.796621,396
Tây Ninh,Hòa Thành,2020,4.259887,396
Tây Ninh,Trảng Bàng,2012,0.637622,1614
Tây Ninh,Trảng Bàng,2013,0.695646,1614
Tây Ninh,Trảng Bàng,2014,0.834311,1614
Tây Ninh,Trảng Bàng,2015,0.963239,1614
Tây Ninh,Trảng Bàng,2016,1.087635,1614
Tây Ninh,Trảng Bàng,2017,1.339648,1614
Tây Ninh,Trảng Bàng,2018,1.400822,1614
Tây Ninh,Trảng Bàng,2019,1.692607,1614
Tây Ninh,Trảng Bàng,2020,1.978625,1614
Tây Ninh,Tân Biên,2012,0.100891,4099
Tây Ninh,Tân Biên,2013,0.108507,4099
Tây Ninh,Tân Biên,2014,0.126726,4099
Tây Ninh,Tân Biên,2015,0.141158,4099
Tây Ninh,Tân Biên,2016,0.135215,4099
Tây Ninh,Tân Biên,2017,0.167236,4099
Tây Ninh,Tân Biên,2018,0.214412,4099
Tây Ninh,Tân Biên,2019,0.228439,4099
Tây Ninh,Tân Biên,2020,0.295072,4099
Tây Ninh,Tân Châu,2012,0.106827,5261
Tây Ninh,Tân Châu,2013,0.106167,5261
Tây Ninh,Tân Châu,2014,0.123037,5261
Tây Ninh,Tân Châu,2015,0.136136,5261
Tây Ninh,Tân Châu,2016,0.161307,5261
Tây Ninh,Tân Châu,2017,0.195706,5261
Tây Ninh,Tân Châu,2018,0.257403,5261
Tây Ninh,Tân Châu,2019,0.286888,5261
Tây Ninh,Tân Châu,2020,0.338828,5261
Tây Ninh,Tây Ninh,2012,2.075775,666
Tây Ninh,Tây Ninh,2013,2.443555,666
Tây Ninh,Tây Ninh,2014,2.852079,666
Tây Ninh,Tây Ninh,2015,3.047347,666
Tây Ninh,Tây Ninh,2016,3.336255,666
Tây Ninh,Tây Ninh,2017,3.144412,666
Tây Ninh,Tây Ninh,2018,3.57858,666
Tây Ninh,Tây Ninh,2019,3.949893,666
Tây Ninh,Tây Ninh,2020,4.293184,666
Vĩnh Long,Bình Minh,2012,1.647504,447
Vĩnh Long,Bình Minh,2013,2.184027,447
Vĩnh Long,Bình Minh,2014,2.073006,447
Vĩnh Long,Bình Minh,2015,2.321477,447
Vĩnh Long,Bình Minh,2016,2.4161,447
Vĩnh Long,Bình Minh,2017,2.739064,447
Vĩnh Long,Bình Minh,2018,3.292665,447
Vĩnh Long,Bình Minh,2019,3.951103,447
Vĩnh Long,Bình Minh,2020,4.899409,447
Vĩnh Long,Bình Tân,2012,0.321441,749
Vĩnh Long,Bình Tân,2013,0.40071,749
Vĩnh Long,Bình Tân,2014,0.435471,749
Vĩnh Long,Bình Tân,2015,0.518154,749
Vĩnh Long,Bình Tân,2016,0.552304,749
Vĩnh Long,Bình Tân,2017,0.728208,749
Vĩnh Long,Bình Tân,2018,0.990804,749
Vĩnh Long,Bình Tân,2019,1.3507,749
Vĩnh Long,Bình Tân,2020,1.863447,749
Vĩnh Long,Long Hồ,2012,0.514404,939
Vĩnh Long,Long Hồ,2013,0.704585,939
Vĩnh Long,Long Hồ,2014,0.769532,939
Vĩnh Long,Long Hồ,2015,0.91707,939
Vĩnh Long,Long Hồ,2016,1.005406,939
Vĩnh Long,Long Hồ,2017,1.262407,939
Vĩnh Long,Long Hồ,2018,1.516659,939
Vĩnh Long,Long Hồ,2019,1.729987,939
Vĩnh Long,Long Hồ,2020,2.08595,939
Vĩnh Long,Mang Thít,2012,0.168692,771
Vĩnh Long,Mang Thít,2013,0.159228,771
Vĩnh Long,Mang Thít,2014,0.20945,771
Vĩnh Long,Mang Thít,2015,0.312055,771
Vĩnh Long,Mang Thít,2016,0.792724,771
Vĩnh Long,Mang Thít,2017,1.244521,771
Vĩnh Long,Mang Thít,2018,2.179197,771
Vĩnh Long,Mang Thít,2019,2.80792,771
Vĩnh Long,Mang Thít,2020,2.656627,771
Vĩnh Long,Tam Bình,2012,0.166415,1378
Vĩnh Long,Tam Bình,2013,0.268421,1378
Vĩnh Long,Tam Bình,2014,0.292748,1378
