Province,District,2012,2013,2014,2015,2016,2017,2018,2019,2020
Hưng Yên,Yên Mỹ,1.585037,2.169448,2.326805,2.482858,3.108332,3.231749,3.705004,3.975861,4.098778
Hưng Yên,Ân Thi,0.165149,0.117185,0.230788,0.306447,0.491902,0.563253,0.704618,0.806375,0.896145
Hải Dương,Bình Giang,0.319126,0.42409,0.523286,0.586651,0.613541,0.824257,0.996202,1.189139,1.501682
Hải Dương,Chí Linh,0.321634,0.354695,0.37346,0.403287,0.449753,0.669054,0.922136,1.171839,1.367281
Hải Dương,Cẩm Giàng,1.24072,1.558813,1.60453,1.750773,1.84329,2.122457,2.5739,2.475,3.03451
Hải Dương,Gia Lộc,0.475389,0.431747,0.542536,0.59125,1.121117,1.174624,1.473824,1.67253,2.000818
Hải Dương,Hải Dương,4.277784,5.041026,5.687739,5.562637,5.799782,6.026868,7.261613,8.217097,8.546784
Hải Dương,Kim Thành,0.655521,0.711617,0.928805,1.057586,1.073858,1.419922,1.698957,1.799464,2.067876
Hải Dương,Kinh Môn,0.922858,1.183603,1.322861,1.390666,1.387036,1.588923,2.008669,2.102846,2.468988
Hải Dương,Nam Sách,0.413248,0.371529,0.4561,0.499744,0.5889,0.709335,0.973994,1.000128,1.519862
Hải Dương,Ninh Giang,0.162259,0.170483,0.251059,0.247089,0.267027,0.303352,0.425816,0.476446,0.610629
Hải Dương,Thanh Hà,0.179589,0.225308,0.278663,0.237884,0.345201,0.54883,0.639645,0.734013,1.027333
Hải Dương,Thanh Miện,0.063451,0.112903,0.16403,0.238641,0.232366,0.333321,0.545658,0.59639,0.799751
Hải Dương,Tứ Kỳ,0.173319,0.207117,0.292688,0.271757,0.457438,0.546475,0.675433,0.769059,1.107377
Hải Phòng,An Dương,2.899546,3.471004,3.857639,4.657218,5.311445,6.117357,6.328784,6.425179,7.148967
Hải Phòng,An Lão,0.479057,0.61904,0.793001,0.906079,1.611724,1.870363,1.954034,2.098391,2.513565
Hải Phòng,Bạch Long Vĩ,0.46982,0.428585,0.376425,0.351339,0.707957,1.008364,0.787672,0.648265,0.419318
Hải Phòng,Cát Hải,0.05266,0.059211,0.102966,0.180994,0.202065,0.272577,0.526541,0.641091,0.682105
Hải Phòng,Dương Kinh,2.447241,3.053697,3.534589,4.24611,5.312223,5.932817,5.95262,5.983194,6.031362
Hải Phòng,Hải An,7.494956,9.160766,11.98721,14.439869,15.904398,16.822073,18.735064,17.408895,17.495832
Hải Phòng,Hồng Bàng,12.329013,15.051251,17.425886,18.020176,16.996859,19.731911,21.796634,20.274898,19.929323
Hải Phòng,Kiến An,4.043482,4.876537,5.202909,5.739232,5.635811,6.284006,6.152429,7.503397,7.951824
Hải Phòng,Kiến Thuỵ,0.295446,0.360815,0.500228,0.632726,0.73823,1.054872,1.314755,1.528031,2.015137
Hải Phòng,Lê Chân,11.075986,14.439799,16.161401,16.949367,16.801323,18.092118,20.073482,21.406318,22.447497
Hải Phòng,Ngô Quyền,17.570605,21.535904,25.606884,26.098826,25.496582,25.749139,26.725813,22.631609,25.187252
Hải Phòng,Thuỷ Nguyên,1.922974,2.33104,2.769123,3.080411,3.001356,3.286992,3.719148,3.548193,3.911613
Hải Phòng,Tiên Lãng,0.121686,0.143516,0.196139,0.198979,0.288047,0.40453,0.466826,0.636039,0.891144
Hải Phòng,Vĩnh Bảo,0.14482,0.186433,0.245489,0.303189,0.375523,0.484248,0.605549,0.753046,0.972507
Hải Phòng,Đồ Sơn,1.637249,2.062983,2.172358,2.153104,2.387965,3.245769,3.052484,3.41148,4.460008
Hậu Giang,Châu Thành,0.400394,0.405021,0.481874,0.597551,0.960162,1.30128,1.449139,1.54208,1.878428
Hậu Giang,Châu Thành A,0.221043,0.302188,0.348193,0.402164,0.443725,0.599094,0.762068,1.002353,1.202801
Hậu Giang,Long Mỹ,0.027706,0.057845,0.063474,0.082944,0.079955,0.128698,0.16352,0.136716,0.187728
Hậu Giang,Long Mỹ (Thị xã),0.237149,0.313717,0.348909,0.372485,0.355148,0.394473,0.514841,0.50917,0.655565
Hậu Giang,Ngã Bảy,1.281461,1.46314,1.407188,1.616228,1.51808,1.755186,1.596105,1.680609,1.771998
Hậu Giang,Phụng Hiệp,0.068229,0.090855,0.127587,0.17812,0.177877,0.21107,0.266875,0.306098,0.389529
Hậu Giang,Vị Thanh,1.615233,1.615057,1.649138,1.725358,1.787238,1.811428,1.907138,2.063245,2.418216
Hậu Giang,Vị Thuỷ,0.206052,0.278734,0.282593,0.352033,0.323049,0.421438,0.420518,0.474127,0.578389
Hồ Chí Minh,Bình Chánh,5.639068,5.852062,6.497821,7.002819,7.698792,8.950549,9.555727,10.042413,10.35293
Hồ Chí Minh,Bình Thạnh,24.064,23.946897,26.861757,30.052615,30.929817,32.788838,32.272927,33.601049,32.315801
Hồ Chí Minh,Bình Tân,19.964403,19.647151,21.189608,22.486396,24.442141,25.807967,26.203466,28.213165,28.573357
Hồ Chí Minh,Cần Giờ,0.466168,0.580753,0.616448,0.809578,0.874972,1.036581,1.097956,1.171427,1.247797
Hồ Chí Minh,Củ Chi,2.653225,2.888304,3.260135,3.46673,3.605284,4.069836,4.60606,5.123421,5.684275
Hồ Chí Minh,Gò Vấp,18.69637,18.543897,21.820877,23.118037,26.841695,28.615555,32.471471,35.070582,35.6023
Hồ Chí Minh,Hóc Môn,6.736123,6.753342,7.672837,7.998972,8.746844,10.067006,10.605773,12.297213,12.974634
Hồ Chí Minh,Nhà Bè,6.897391,7.071031,7.553225,8.593298,9.257062,11.394384,11.690412,12.770939,13.05765
Hồ Chí Minh,Phú Nhuận,35.694258,34.152456,36.009229,36.988044,40.974727,43.814199,43.043931,45.146162,45.64374
Hồ Chí Minh,Quận 1,44.984265,45.426357,47.26837,51.693654,56.701435,61.242563,62.061849,63.820413,58.04782
Hồ Chí Minh,Quận 10,32.937125,33.39558,36.136502,37.899423,40.462782,43.669623,45.598674,48.445733,48.371573
Hồ Chí Minh,Quận 11,32.619573,32.461177,35.881707,36.668088,39.069139,41.194242,41.192439,44.064425,42.810129
Hồ Chí Minh,Quận 12,15.282716,15.059045,16.520602,16.537834,18.255,20.541621,21.792445,23.940238,25.109238
Hồ Chí Minh,Quận 2,22.126176,23.143579,23.936312,27.705005,29.275891,32.583525,33.375826,33.976538,33.149019
Hồ Chí Minh,Quận 3,35.7307,37.023488,39.813665,41.131687,44.461678,47.925638,48.474551,51.34746,48.375918
Hồ Chí Minh,Quận 4,37.414728,34.908691,37.622418,42.420398,46.529926,51.667218,46.859787,49.567877,45.714136
Hồ Chí Minh,Quận 5,46.586047,45.636771,43.77876,46.298737,50.68591,51.517737,52.588928,55.153986,52.317749
Hồ Chí Minh,Quận 6,41.87621,37.712395,42.26288,43.943464,47.379367,50.080357,47.185125,50.176245,48.011775
Hồ Chí Minh,Quận 7,25.056495,25.66222,26.065854,28.391177,30.110968,33.385969,33.591756,35.555071,34.183225
Hồ Chí Minh,Quận 8,27.00224,25.279836,27.246691,28.330099,30.892175,35.028214,35.673396,37.826092,37.729365
Hồ Chí Minh,Quận 9,6.97556,7.334079,9.247143,10.708188,12.445618,14.588716,16.324103,17.440159,17.707609
Hồ Chí Minh,Thủ Đức,18.603498,18.011641,19.550909,21.869514,23.731631,24.412446,26.252757,27.904785,28.429048
Hồ Chí Minh,Tân Bình,25.891767,24.966926,27.696229,30.089031,39.19171,38.190411,39.190199,47.72998,42.751972
Hồ Chí Minh,Tân Phú,29.92536,26.743908,30.486585,31.373384,34.20247,36.234918,36.695926,40.152813,39.898161
Khánh Hòa,Cam Lâm,0.272239,0.283485,0.357026,0.387483,0.465026,0.634751,0.745174,0.897548,0.892834
Khánh Hòa,Cam Ranh,0.495696,0.688117,1.005686,1.272115,1.466672,1.681431,1.855035,2.038507,2.01606
Khánh Hòa,Diên Khánh,0.286709,0.436401,0.516326,0.609351,0.592729,0.68339,1.088578,1.137731,1.189122
Khánh Hòa,Khánh Sơn,0.002135,0.000573,0.003203,0.004767,0.005372,0.0117,0.014079,0.060985,0.088126
Khánh Hòa,Khánh Vĩnh,0.004853,0.009116,0.016078,0.015054,0.013359,0.017355,0.027549,0.031519,0.044641
Khánh Hòa,Nha Trang,3.287586,3.803488,4.427951,5.152452,5.882295,6.15806,7.569837,7.825527,7.864757
Khánh Hòa,Ninh Hòa,0.187674,0.216391,0.269729,0.342164,0.329146,0.382348,0.504583,0.501763,0.547219
Khánh Hòa,Vạn Ninh,0.13276,0.206927,0.289856,0.422931,0.406784,0.526053,0.627681,0.570912,0.593478
Kiên Giang,An Biên,0.038249,0.059162,0.063164,0.069886,0.070697,0.103397,0.111182,0.13572,0.260608
Kiên Giang,An Minh,0.011706,0.0215,0.028825,0.028014,0.018808,0.044909,0.062224,0.082312,0.097182
Kiên Giang,Châu Thành,0.288697,0.377362,0.447071,0.5399,0.55317,0.746702,0.886235,0.978086,1.169377
Kiên Giang,Giang Thành,0.001627,0.002117,0.001599,0.00341,0.020529,0.059892,0.073512,0.096353,0.105103
Kiên Giang,Giồng Riềng,0.00975,0.023373,0.034859,0.044024,0.053306,0.128015,0.176151,0.185005,0.287405
Kiên Giang,Gò Quao,0.042592,0.054978,0.056152,0.074555,0.073622,0.110127,0.120528,0.14511,0.188515
Kiên Giang,Hà Tiên,0.48192,0.633714,0.677715,0.745941,0.825994,1.067393,1.169721,1.583896,1.882498
Kiên Giang,Hòn Đất,0.060514,0.05352,0.052948,0.064749,0.050043,0.07827,0.069343,0.086935,0.111682
Kiên Giang,Kiên Hải,0.024004,0.039064,0.028909,0.045266,0.02232,0.281813,0.579118,0.49092,0.589652
Kiên Giang,Kiên Lương,0.135018,0.169653,0.176137,0.205777,0.207949,0.297831,0.345088,0.369677,0.425572
Kiên Giang,Phú Quốc,0.023162,0.060576,0.085666,0.288474,0.569874,0.999512,1.283893,1.632198,1.445241
Kiên Giang,Rạch Giá,2.492356,2.712366,3.30034,3.705678,4.184326,4.747936,4.83537,5.398477,5.798139
Kiên Giang,Tân Hiệp,0.063187,0.060612,0.092692,0.105728,0.091814,0.133304,0.138066,0.189732,0.258942
Kiên Giang,U Minh Thượng,0.010689,0.034771,0.033184,0.070426,0.073955,0.118577,0.154301,0.133727,0.187127
Kiên Giang,Vĩnh Thuận,0.039778,0.038318,0.048596,0.050692,0.057089,0.067171,0.084449,0.099737,0.130901
Kon Tum,Ia H' Drai,0.01013,0.011046,0.008123,0.008472,0.006618,0.010938,0.017614,0.013627,0.025538
Kon Tum,Kon Plông,0.005875,0.008392,0.006752,0.009027,0.013444,0.019165,0.020822,0.019795,0.023174
Kon Tum,Kon Rẫy,0.012922,0.009631,0.008495,0.018836,0.02393,0.026495,0.041593,0.033802,0.037176
Kon Tum,Kon Tum,0.757832,0.825265,0.838446,0.825705,0.774267,0.907946,0.962324,0.923666,1.085635
Kon Tum,Ngọc Hồi,0.015834,0.020085,0.017833,0.022923,0.019117,0.038594,0.049957,0.047017,0.063551
Kon Tum,Sa Thầy,0.014127,0.014016,0.012736,0.015206,0.009076,0.019222,0.024489,0.021968,0.026899
Kon Tum,Tu Mơ Rông,0.001368,0.001134,0.001032,0.00205,0.000912,0.006572,0.007906,0.005091,0.005118
Kon Tum,Đắk Glei,0.006663,0.012437,0.010985,0.011185,0.009081,0.013487,0.015002,0.014387,0.018474
Kon Tum,Đắk Hà,0.045166,0.047573,0.054303,0.054201,0.047829,0.083689,0.087969,0.092533,0.088891
Kon Tum,Đắk Tô,0.056906,0.07121,0.061824,0.066551,0.061485,0.084245,0.10959,0.127944,0.149921
Lai Châu,Lai Châu,1.197716,1.703803,1.661897,2.143991,3.403844,3.307058,2.812849,2.815719,2.311079
Lai Châu,Mường Tè,0.0,0.000699,0.000416,0.001359,0.000613,0.002112,0.002554,0.007867,0.007159
Lai Châu,Nậm Nhùn,0.019302,0.030197,0.043712,0.032025,0.01614,0.020636,0.020393,0.023369,0.0177
Lai Châu,Phong Thổ,0.004212,0.005433,0.004381,0.006742,0.008541,0.019368,0.019908,0.017828,0.02157
Lai Châu,Sìn Hồ,0.003392,0.003686,0.003922,0.0036,0.003215,0.004929,0.004036,0.00413,0.004746
Lai Châu,Tam Đường,0.017107,0.019091,0.024475,0.034753,0.051102,0.051906,0.054313,0.06502,0.055146
Lai Châu,Than Uyên,0.028519,0.025975,0.025945,0.029221,0.026738,0.034199,0.030182,0.027642,0.03105
Lai Châu,Tân Uyên,0.001966,0.003791,0.001823,0.004403,0.003376,0.010141,0.005683,0.010066,0.009052
Long An,Bến Lức,1.492903,1.540656,1.697313,2.113976,2.676484,3.362445,4.665131,6.738195,6.640587
Long An,Châu Thành,57.777126,81.804481,90.573599,119.604149,108.388484,190.766833,262.536126,330.739315,247.40201
Long An,Cần Giuộc,1.138009,1.368453,1.971093,2.427754,2.753767,3.494037,4.349461,5.03032,5.651365
Long An,Cần Đước,0.592021,0.788891,1.175035,1.756121,2.067742,3.188809,5.020163,6.266908,6.109496
Long An,Kiến Tường,0.141482,0.15757,0.176562,0.259025,0.30192,0.316797,0.375853,0.459639,0.55178
Long An,Mộc Hóa,0.01215,0.017482,0.028097,0.054797,0.077225,0.095939,0.133711,0.161225,0.547863
Long An,Thạnh Hóa,0.033044,0.034368,0.035589,0.044349,0.049036,0.180524,0.256067,0.416,0.724274
Long An,Thủ Thừa,0.330601,0.37369,0.459186,0.562481,0.918989,1.407852,2.185663,3.76957,4.872805
Long An,Tân An,4.986388,6.631247,8.241775,9.051224,12.328082,17.92807,34.097779,46.718293,45.111424
Long An,Tân Hưng,0.02034,0.023597,0.035201,0.033188,0.032797,0.036686,0.047198,0.077385,0.118934
Long An,Tân Thạnh,0.036671,0.041048,0.056979,0.092925,0.097521,0.158064,0.18161,0.191106,0.278621
Long An,Tân Trụ,0.54049,1.587253,1.997474,3.607949,6.08603,9.929543,25.048536,47.891151,40.640015
Long An,Vĩnh Hưng,0.05533,0.058161,0.088159,0.097689,0.102536,0.107986,0.137621,0.162756,0.244763
Long An,Đức Huệ,0.34731,0.177405,0.165181,0.053124,0.071704,0.174572,0.164427,0.334455,0.394573
Long An,Đức Hòa,0.92703,0.975723,1.166612,1.330827,1.592204,2.074471,2.620646,2.87478,3.203646
Lào Cai,Bát Xát,0.004574,0.009735,0.00644,0.019629,0.016398,0.034278,0.043861,0.041276,0.037346
Lào Cai,Bảo Thắng,0.083721,0.1634,0.205291,0.209899,0.253258,0.262325,0.283587,0.193294,0.214823
Lào Cai,Bảo Yên,0.000266,0.00109,0.002225,0.003556,0.00601,0.008463,0.007089,0.006996,0.008606
Lào Cai,Bắc Hà,0.007747,0.009661,0.008549,0.014085,0.011896,0.019586,0.018743,0.014685,0.011268
Lào Cai,Lào Cai,0.401015,0.618656,0.494865,0.688832,0.912829,1.131247,0.940229,1.188504,1.20651
Lào Cai,Mường Khương,0.0,0.0,0.000689,0.000837,0.002888,0.002198,0.000194,0.0,0.00417
Lào Cai,Sa Pa,0.017898,0.01815,0.033949,0.08969,0.115049,0.171308,0.171842,0.189772,0.142635
Lào Cai,Si Ma Cai,0.0,0.0,0.0,0.0,0.0,0.004589,0.00527,0.005552,0.006085
Lào Cai,Văn Bàn,0.002512,0.004368,0.003593,0.008247,0.00693,0.019436,0.014219,0.006904,0.009921
Lâm Đồng,Bảo Lâm,0.036348,0.050217,0.050256,0.061847,0.048576,0.059673,0.083858,0.081806,0.114316
Lâm Đồng,Bảo Lộc,0.32218,0.442566,0.551002,0.548659,0.64777,0.847608,1.008228,1.116618,1.347994
Lâm Đồng,Cát Tiên,0.016274,0.021578,0.025134,0.077871,0.082242,0.104999,0.140901,0.162364,0.205369
Lâm Đồng,Di Linh,0.036812,0.038531,0.037517,0.051252,0.044807,0.063585,0.078742,0.075175,0.097214
Lâm Đồng,Lâm Hà,0.026575,0.035711,0.031756,0.048637,0.068951,0.139402,0.325291,0.582276,0.590639
Lâm Đồng,Lạc Dương,0.142859,0.183949,0.198866,0.250374,0.321496,0.448768,0.585918,0.539545,0.531113
Lâm Đồng,Đam Rông,0.009268,0.014399,0.01546,0.024231,0.018048,0.029392,0.038758,0.038483,0.057125
Lâm Đồng,Đà Lạt,3.552055,4.599314,4.802046,5.143612,5.770717,6.779644,8.55243,8.779817,8.783162
Lâm Đồng,Đơn Dương,0.215864,0.298133,0.299698,0.359822,0.353824,0.442183,0.518531,0.491135,0.602484
Lâm Đồng,Đạ Huoai,0.035523,0.06065,0.071567,0.098617,0.115329,0.165479,0.221622,0.244248,0.315356
Lâm Đồng,Đạ Tẻh,0.02461,0.036648,0.033106,0.054328,0.062124,0.081107,0.101551,0.115015,0.148466
Lâm Đồng,Đức Trọng,0.158292,0.181456,0.212688,0.285731,0.286729,0.369879,0.474376,0.492162,0.563167
Lạng Sơn,Bình Gia,0.003632,0.003375,0.001137,0.003777,0.009823,0.013402,0.01198,0.010136,0.020861
Lạng Sơn,Bắc Sơn,0.008883,0.01086,0.012577,0.014432,0.02089,0.021673,0.022182,0.024877,0.024292
Lạng Sơn,Cao Lộc,0.053809,0.071874,0.085433,0.108272,0.128609,0.17605,0.226919,0.220269,0.207819
Lạng Sơn,Chi Lăng,0.022245,0.017081,0.016335,0.020775,0.019924,0.035749,0.03258,0.040725,0.051563
Lạng Sơn,Hữu Lũng,0.01595,0.022172,0.030912,0.037018,0.033786,0.060332,0.062185,0.069459,0.054885
Lạng Sơn,Lạng Sơn,1.068363,1.407186,1.669522,1.791919,1.977627,2.154104,2.400482,2.523959,2.333627
Lạng Sơn,Lộc Bình,0.015312,0.017479,0.021169,0.025043,0.03585,0.053268,0.053079,0.065039,0.06341
Lạng Sơn,Tràng Định,0.006695,0.0105,0.009251,0.016068,0.01447,0.018028,0.019164,0.019573,0.019689
Lạng Sơn,Văn Lãng,0.006592,0.015042,0.019793,0.042214,0.049913,0.063712,0.083873,0.074411,0.102187
Lạng Sơn,Văn Quan,0.0,0.0,0.001327,0.00206,0.001116,0.004026,0.004144,0.004504,0.003774
Lạng Sơn,Đình Lập,0.001324,0.000831,0.000986,0.002011,0.002944,0.017438,0.015534,0.018846,0.023329
Nam Định,Giao Thủy,0.125381,0.197443,0.335245,0.387249,0.497217,0.855979,1.164843,1.413501,1.572661
Nam Định,Hải Hậu,0.198931,0.272687,0.377467,0.381816,0.456878,0.8942,1.247469,1.611817,2.042719
Nam Định,Mỹ Lộc,2.885847,2.660189,3.752372,4.171908,4.046295,5.073895,4.96563,5.088413,4.428406
Nam Định,Nam Trực,0.368717,0.383463,0.46216,0.478588,0.552051,0.871672,1.009016,1.244996,1.347376
Nam Định,Nam Định,6.768953,7.356987,9.928601,9.630976,9.438508,11.502184,11.659141,12.245657,12.314104
Nam Định,Nghĩa Hưng,0.079396,0.113176,0.172768,0.197103,0.234283,0.478233,0.669657,0.838708,1.05649
Nam Định,Trực Ninh,0.181378,0.169341,0.26903,0.320977,0.377349,0.652835,0.839858,1.171315,1.593057
Nam Định,Vụ Bản,0.257492,0.319882,0.480756,0.523152,0.510327,0.803722,0.886994,0.980753,1.011164
Nam Định,Xuân Trường,0.21899,0.269445,0.334439,0.416993,0.513575,0.892128,1.223157,1.52306,1.858026
Nam Định,Ý Yên,0.325877,0.375672,0.410871,0.400941,0.435423,0.695341,0.751663,0.833683,1.040713
Nghệ An,Anh Sơn,0.006157,0.004869,0.007543,0.015509,0.013866,0.022138,0.020929,0.02782,0.026088
Nghệ An,Con Cuông,0.000305,0.0,0.002904,0.003932,0.004335,0.003233,0.003925,0.003802,0.004846
Nghệ An,Cửa Lò,1.096493,1.292498,1.522743,1.392006,1.921068,2.248565,2.520295,2.736852,2.432398
Nghệ An,Diễn Châu,0.160914,0.154287,0.270965,0.294346,0.312731,0.467487,0.663852,0.642406,0.776647
Nghệ An,Hoàng Mai,0.171851,0.261405,0.414174,0.48359,0.740768,1.033697,1.651419,1.301126,1.663498
Nghệ An,Hưng Nguyên,0.202091,0.261717,0.316877,0.422878,0.424788,0.586337,0.722987,0.792099,0.960445
Nghệ An,Kỳ Sơn,0.001113,0.000772,0.000898,0.001208,0.000803,0.002661,0.002906,0.003276,0.002515
Nghệ An,Nam Đàn,0.038277,0.037684,0.103673,0.097629,0.100313,0.153115,0.205046,0.28296,0.322533
Nghệ An,Nghi Lộc,0.143404,0.192074,0.232988,0.261316,0.40326,0.486656,0.581592,0.600079,0.671729
Nghệ An,Nghĩa Đàn,0.020033,0.024098,0.076592,0.077088,0.074325,0.108424,0.138347,0.149286,0.150741
Nghệ An,Quế Phong,0.00484,0.002658,0.002074,0.00292,0.003313,0.008022,0.008776,0.009244,0.005783
Nghệ An,Quỳ Châu,0.003816,0.007811,0.000895,0.003664,0.002165,0.00345,0.003322,0.003289,0.00392
Nghệ An,Quỳ Hợp,0.042194,0.035211,0.042521,0.034855,0.026171,0.045605,0.055425,0.059215,0.068217
Nghệ An,Quỳnh Lưu,0.0554,0.077807,0.162671,0.158703,0.172387,0.266575,0.40552,0.38865,0.501608
Nghệ An,Thanh Chương,0.000632,0.000926,0.004507,0.003382,0.002646,0.005191,0.008921,0.010519,0.012608
Nghệ An,Thái Hoà,0.124496,0.126469,0.242441,0.238571,0.111074,0.124526,0.26913,0.36291,0.353504
Nghệ An,Tân Kỳ,0.003383,0.003952,0.012388,0.012067,0.011424,0.018871,0.030788,0.025753,0.040369
Nghệ An,Tương Dương,0.005489,0.005601,0.006361,0.007849,0.005715,0.006004,0.00503,0.004812,0.004637
Nghệ An,Vinh,4.431456,4.776027,6.154085,6.649304,6.182027,6.405039,7.70029,7.912489,7.635556
Nghệ An,Yên Thành,0.008987,0.003934,0.030101,0.029743,0.023561,0.049182,0.103265,0.121816,0.187255
Nghệ An,Đô Lương,0.02941,0.028174,0.041449,0.097799,0.073678,0.102289,0.142111,0.144319,0.200117
Ninh Bình,Gia Viễn,0.226192,0.227012,0.26957,0.329046,0.343857,0.53853,0.723431,0.877343,1.036133
Ninh Bình,Hoa Lư,0.555169,0.703446,0.787227,0.901332,0.836262,1.333023,1.377605,1.407355,1.455396
Ninh Bình,Kim Sơn,0.079531,0.115199,0.154406,0.146969,0.135265,0.277924,0.3916,0.568006,0.956644
Ninh Bình,Nho Quan,0.01653,0.025638,0.033237,0.039679,0.047681,0.069983,0.136557,0.137472,0.180248
Ninh Bình,Ninh Bình,4.493836,4.693961,6.328174,6.348447,7.223596,8.617105,9.995959,10.493894,9.933644
Ninh Bình,Tam Điệp,0.503552,0.61388,0.792337,0.835336,0.638256,0.833182,0.873828,0.875493,0.869184
Ninh Bình,Yên Khánh,0.505646,0.491372,0.585427,0.438438,0.47514,0.805776,1.021252,1.133317,1.200432
Ninh Bình,Yên Mô,0.075664,0.093435,0.108458,0.141483,0.194565,0.281143,0.388384,0.500605,0.685691
Ninh Thuận,Bác Ái,0.0039,0.008532,0.009421,0.009362,0.008295,0.009189,0.015829,0.021429,0.04208
Ninh Thuận,Ninh Hải,0.347067,0.46684,0.530426,0.548123,0.548577,0.626406,0.682556,0.747254,0.868713
Ninh Thuận,Ninh Phước,0.230525,0.273812,0.319325,0.358464,0.335313,0.399257,0.498398,0.642516,0.728253
Ninh Thuận,Ninh Sơn,0.036232,0.04021,0.043498,0.046968,0.046649,0.070594,0.107566,0.142263,0.184888
Ninh Thuận,Phan Rang-Tháp Chàm,3.501962,3.996615,4.282364,4.417861,4.212963,4.475937,5.154883,5.441738,5.666769
Ninh Thuận,Thuận Bắc,0.053196,0.071474,0.112521,0.140011,0.105789,0.17021,0.181472,0.204165,0.270285
Ninh Thuận,Thuận Nam,0.056534,0.079006,0.137129,0.141439,0.11865,0.190989,0.246651,0.375399,0.484641
Phú Thọ,Cẩm Khê,0.02114,0.012807,0.002664,0.045168,0.052823,0.103247,0.145107,0.191523,0.161927
Phú Thọ,Hạ Hoà,0.005729,0.009578,0.008874,0.01638,0.021601,0.02186,0.025857,0.052054,0.036698
Phú Thọ,Lâm Thao,0.14948,0.228319,0.276235,0.340105,0.526207,0.58598,0.71081,0.677518,0.723993
Phú Thọ,Phù Ninh,0.151222,0.209858,0.24309,0.271168,0.332024,0.342309,0.402144,0.500348,0.641183
Phú Thọ,Phú Thọ,0.473518,0.609742,0.524457,0.786745,1.552536,1.77093,2.222842,2.222037,2.13574
Phú Thọ,Tam Nông,0.078032,0.103706,0.159438,0.148786,0.172355,0.304643,0.306277,0.270885,0.357229
Phú Thọ,Thanh Ba,0.102184,0.095711,0.075495,0.095012,0.158782,0.175208,0.255044,0.262033,0.289695
Phú Thọ,Thanh Sơn,0.03462,0.039947,0.040554,0.04153,0.037133,0.052666,0.056263,0.063068,0.066845
Phú Thọ,Thanh Thuỷ,0.025016,0.041161,0.072835,0.22096,0.124398,0.154046,0.230539,0.318744,0.285764
Phú Thọ,Tân Sơn,0.006069,0.003036,0.004529,0.003446,0.002796,0.010098,0.014614,0.011465,0.013964
Phú Thọ,Việt Trì,1.358801,1.779515,2.135693,2.688489,3.822159,4.140305,4.814922,5.39373,5.669215
Phú Thọ,Yên Lập,0.005337,0.007876,0.010775,0.018179,0.028899,0.026704,0.045305,0.050382,0.047298
Phú Thọ,Đoan Hùng,0.024229,0.039884,0.038178,0.021992,0.062237,0.06771,0.086909,0.147976,0.143309
Phú Yên,Phú Hoà,0.093286,0.148335,0.304857,0.410974,0.359251,0.416785,0.536506,0.567012,0.623612
Phú Yên,Sông Cầu,0.164044,0.303735,0.352973,0.464135,0.465264,0.576589,0.678825,0.647546,0.698269
Phú Yên,Sông Hinh,0.020386,0.030257,0.035546,0.044933,0.037691,0.045468,0.06071,0.075336,0.09181
Phú Yên,Sơn Hòa,0.035973,0.045488,0.062485,0.081758,0.074316,0.098097,0.134072,0.136913,0.175765
Phú Yên,Tuy An,0.071459,0.121764,0.200579,0.279561,0.260279,0.307571,0.366917,0.34525,0.417139
Phú Yên,Tuy Hoà,3.452347,3.521997,4.466454,4.626556,4.416755,4.524703,5.79242,5.710646,6.110881
Phú Yên,Tây Hoà,0.032617,0.069624,0.099009,0.133498,0.146122,0.167863,0.225977,0.273351,0.306389
Phú Yên,Đông Hòa,0.337053,0.557659,0.769876,1.089036,1.123342,1.270069,1.502435,1.490871,1.629042
Phú Yên,Đồng Xuân,0.004099,0.008094,0.011701,0.017022,0.012669,0.017827,0.021884,0.021658,0.031648
Quảng Bình,Ba Đồn,0.164276,0.084787,0.204747,0.24411,0.242254,0.30267,0.464908,0.496558,0.566658
Quảng Bình,Bố Trạch,0.018596,0.012899,0.024299,0.030884,0.029081,0.0427,0.066755,0.078586,0.102137
Quảng Bình,Lệ Thủy,0.042099,0.024202,0.04332,0.042586,0.036998,0.064944,0.084096,0.098987,0.119944
Quảng Bình,Minh Hóa,3.2e-05,4.3e-05,0.000198,0.001531,0.001281,0.003821,0.010805,0.01813,0.022713
Quảng Bình,Quảng Ninh,0.023819,0.017599,0.033278,0.035934,0.03197,0.051439,0.090567,0.119674,0.109424
Quảng Bình,Quảng Trạch,0.058398,0.052072,0.096658,0.129935,0.109329,0.135149,0.172934,0.174067,0.189041
Quảng Bình,Thành Phố Đồng Hới,1.116083,1.124465,1.523631,2.424567,2.269718,2.517982,3.060432,3.31809,3.187883
Quảng Bình,Tuyên Hóa,0.027943,0.021089,0.021911,0.027812,0.026272,0.034074,0.033505,0.032345,0.033187
Quảng Nam,Bắc Trà My,0.010856,0.013448,0.022096,0.030364,0.019492,0.02926,0.034511,0.032246,0.041208
Quảng Nam,Duy Xuyên,0.131608,0.181066,0.356518,0.531528,0.523478,0.804911,0.955639,1.005823,1.324118
Quảng Nam,Hiệp Đức,0.002741,0.002111,0.016391,0.012944,0.016496,0.027833,0.036032,0.050579,0.071103
Quảng Nam,Hội An,2.485237,2.619485,3.560722,3.823238,3.448344,4.404458,5.672689,6.418145,6.484927
